Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Hungary,Forint,HUF,433.6716,01/03/2026,31/03/2026
Iceland,Krona,ISK,166.1898,01/03/2026,31/03/2026
India,Rupee,INR,123.0663,01/03/2026,31/03/2026
Indonesia,Rupiah,IDR,22919.4796,01/03/2026,31/03/2026
Iraq,Dinar,IQD,1777.5131,01/03/2026,31/03/2026
Israel,Shekel,ILS,4.1994,01/03/2026,31/03/2026
Jamaica,Dollar,JMD,211.7018,01/03/2026,31/03/2026
Japan,Yen,JPY,208.6276,01/03/2026,31/03/2026
Jordan,Dinar,JOD,0.9623,01/03/2026,31/03/2026
Kazakhstan,Tenge,KZT,663.7488,01/03/2026,31/03/2026
Kenya,Schilling,KES,175.0989,01/03/2026,31/03/2026
Kuwait,Dinar,KWD,0.4160,01/03/2026,31/03/2026
Kyrgyz Republic,Som,KGS,118.7076,01/03/2026,31/03/2026
Lao People's Dem Rep,Kip,LAK,29075.7124,01/03/2026,31/03/2026
Lebanon,Pound,LBP,121666.7219,01/03/2026,31/03/2026
Lesotho,Loti,LSL,21.7264,01/03/2026,31/03/2026
Liberia,Dollar,LRD,252.2116,01/03/2026,31/03/2026
Libya,Dinar,LYD,8.5522,01/03/2026,31/03/2026
Macao,Pataca,MOP,10.9263,01/03/2026,31/03/2026
Macedonia,Denar,MKD,70.6928,01/03/2026,31/03/2026
Madagascar,Malagasy Ariary,MGA,5931.8392,01/03/2026,31/03/2026
Malawi,Kwacha,MWK,2353.1593,01/03/2026,31/03/2026
Malaysia,Ringgit,MYR,5.2936,01/03/2026,31/03/2026
Maldive Islands,Rufiyaa,MVR,20.9555,01/03/2026,31/03/2026
Mali Republic,CFA Franc,XOF,752.2975,01/03/2026,31/03/2026
Mauritania,Ouguiya,MRU,54.1425,01/03/2026,31/03/2026
Mauritius,Rupee,MUR,62.4217,01/03/2026,31/03/2026
Mexico,Mexican Peso,MXN,23.2158,01/03/2026,31/03/2026
Moldova,Leu,MDL,23.0881,01/03/2026,31/03/2026
Mongolia,Tugrik,MNT,4843.9745,01/03/2026,31/03/2026
Montserrat,E Caribbean Dollar,XCD,3.6736,01/03/2026,31/03/2026
Morocco,Dirham,MAD,12.4150,01/03/2026,31/03/2026
Mozambique,Metical,MZN,86.7106,01/03/2026,31/03/2026
Myanmar,Kyat,MMK,2849.5618,01/03/2026,31/03/2026
Nepal,Rupee,NPR,196.9983,01/03/2026,31/03/2026
New Caledonia,CFP Franc,XPF,136.8580,01/03/2026,31/03/2026
New Zealand,Dollar,NZD,2.2599,01/03/2026,31/03/2026
Nicaragua,Gold Cordoba,NIO,49.9397,01/03/2026,31/03/2026
Niger Republic,CFA Franc,XOF,752.2975,01/03/2026,31/03/2026
Nigeria,Naira,NGN,1825.9683,01/03/2026,31/03/2026
Norway,Norwegian Krone,NOK,12.8628,01/03/2026,31/03/2026
Oman,Rial,OMR,0.5221,01/03/2026,31/03/2026
Pakistan,Rupee,PKR,379.3630,01/03/2026,31/03/2026
Panama,Balboa,PAB,1.3573,01/03/2026,31/03/2026
Papua New Guinea,Kina,PGK,5.8450,01/03/2026,31/03/2026
Paraguay,Guarani,PYG,8865.7496,01/03/2026,31/03/2026
Peru,New Sol,PEN,4.5406,01/03/2026,31/03/2026
Philippines,Peso,PHP,78.5482,01/03/2026,31/03/2026
Poland,Zloty,PLN,4.8371,01/03/2026,31/03/2026
Qatar,Riyal,QAR,4.9405,01/03/2026,31/03/2026
Romania,New Leu,RON,5.8420,01/03/2026,31/03/2026
Russia,Rouble,RUB,103.8407,01/03/2026,31/03/2026
Rwanda,Franc,RWF,1980.7193,01/03/2026,31/03/2026
Saudi Arabia,Riyal,SAR,5.0898,01/03/2026,31/03/2026
Senegal,CFA Franc,XOF,752.2975,01/03/2026,31/03/2026
Serbia,Dinar,RSD,134.6644,01/03/2026,31/03/2026
Seychelles,Rupee,SCR,18.9768,01/03/2026,31/03/2026
Sierra Leone,Leone,SLE,31.1432,01/03/2026,31/03/2026
Singapore,Dollar,SGD,1.7158,01/03/2026,31/03/2026
Soloman Islands,Dollar,SBD,10.9121,01/03/2026,31/03/2026
Somali Republic,Schilling,SOS,772.5045,01/03/2026,31/03/2026
South Africa,Rand,ZAR,21.7264,01/03/2026,31/03/2026
South Korea,Won,KRW,1962.6581,01/03/2026,31/03/2026
Sri Lanka,Rupee,LKR,419.7872,01/03/2026,31/03/2026
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.6736,01/03/2026,31/03/2026
St Lucia,E Caribbean Dollar,XCD,3.6736,01/03/2026,31/03/2026
St Vincent,E Caribbean Dollar,XCD,3.6736,01/03/2026,31/03/2026
Sudan Republic,Pound,SDG,814.5625,01/03/2026,31/03/2026
Surinam,Dollar,SRD,51.2442,01/03/2026,31/03/2026
Sweden,Krona,SEK,12.1911,01/03/2026,31/03/2026
Switzerland,Franc,CHF,1.0467,01/03/2026,31/03/2026
Taiwan,Dollar,TWD,42.7022,01/03/2026,31/03/2026
Tanzania,Schilling,TZS,3511.1145,01/03/2026,31/03/2026
Thailand,Baht,THB,42.4965,01/03/2026,31/03/2026
Togo Republic,CFA Franc,XOF,752.2975,01/03/2026,31/03/2026
Tonga Islands,Pa'anga (AUS),TOP,3.2688,01/03/2026,31/03/2026
Trinidad/Tobago,Dollar,TTD,9.1978,01/03/2026,31/03/2026
Tunisia,Dinar,TND,3.8749,01/03/2026,31/03/2026
Turkey,Turkish  Lira,TRY,59.3813,01/03/2026,31/03/2026
Turkmenistan,New Manat,TMT,4.7600,01/03/2026,31/03/2026
UAE,Dirham,AED,4.9847,01/03/2026,31/03/2026
USA,Dollar,USD,1.3573,01/03/2026,31/03/2026
Uganda,Schilling,UGX,4798.8655,01/03/2026,31/03/2026
Ukraine,Hryvnia,UAH,58.7739,01/03/2026,31/03/2026
Uruguay,Peso,UYU,52.7091,01/03/2026,31/03/2026
Uzbekistan,Sum,UZS,16473.6155,01/03/2026,31/03/2026
Vanuatu,Vatu,VUV,161.4876,01/03/2026,31/03/2026
Venezuela,Venezuelan Bolivar,VES,537.1232,01/03/2026,31/03/2026
Vietnam,Dong,VND,35150.3330,01/03/2026,31/03/2026
Wallis & Futuna Islands,CFP Franc,XPF,136.8580,01/03/2026,31/03/2026
Western Samoa,Tala,WST,3.6704,01/03/2026,31/03/2026
Yemen (Rep of),Rial,YER,323.5646,01/03/2026,31/03/2026
Zambia,Kwacha,ZMW,25.4889,01/03/2026,31/03/2026
Zimbabwe,Zimbabwe Gold,ZWG,34.9549,01/03/2026,31/03/2026
